-1	-1	0	-2	0	0
-1	-1	0	0	-1	0
-1	-1	1	2	-3	-11
2	-3	39	2	-3	-16
2	-6	52	1	-4	-27
0	-4	51	5	-6	-30
0	-3	58	3	-3	-18
2	-7	70	1	-6	-24
-4	-5	67	6	-6	-32
-4	1	21	-1	0	6
12	-10	104	0	-5	-26
16	-9	61	0	-2	-4
2	-9	108	1	-2	0
1	0	11	3	-9	-47
0	-3	14	-3	-2	-13
4	-6	52	-1	3	28
-1	0	13	1	-8	-42
6	-7	122	5	-8	-42
5	-8	104	0	1	12
3	-5	54	-3	0	-9
6	-10	105	2	-6	-32
4	1	-24	6	-3	-16
15	-15	147	2	-4	-21
6	-4	11	3	-4	-22
-1	-5	109	5	-2	1
7	-8	52	-2	0	2
20	-11	49	-2	-6	-32
3	-6	110	2	-5	-29
-9	1	19	3	0	-1
3	-5	82	5	-5	-28
8	-7	33	1	-7	-43
11	-13	120	3	-1	6
-3	2	-36	1	-5	-29
3	-7	121	2	-5	-32
6	0	-45	5	-2	-7
3	-6	67	0	-4	-24
-5	-2	57	3	-4	-20
2	-8	92	1	-4	-20
9	-10	125	4	-4	-11
1	-1	18	3	-5	-29
5	-8	92	3	-7	-32
2	2	-34	4	-5	-35
4	-7	130	4	-2	-5
1	-3	31	-3	-5	-31
4	-8	65	3	-2	-9
0	-5	74	3	-2	-3
5	-2	5	-5	-5	-31
11	-12	150	2	-2	-9
7	1	-51	6	-5	-26
3	-7	107	-1	-7	-44
1	-2	20	2	-2	-11
5	-8	109	-2	1	15
9	-4	34	2	-3	-13
4	-9	128	1	-3	-15
0	3	-49	1	-6	-34
13	-14	150	6	-7	-34
19	-16	140	4	-8	-39
0	-2	12	-1	-3	-14
8	-9	122	-1	2	4
4	-8	64	1	-8	-38
3	-1	-4	3	-4	-21
9	-10	127	2	-4	-16
0	-1	19	0	-5	-22
-3	-4	69	2	-1	1
7	-4	13	4	-8	-35
4	-8	104	6	-6	-35
-5	-3	72	1	-1	-5
20	1	-69	-4	0	-3
11	-9	80	12	-9	-30
8	-9	132	-2	-6	-27
0	-2	19	1	-3	-17
7	-9	92	4	-6	-26
9	-4	16	-2	-7	-41
6	-6	54	4	1	8
6	-7	119	1	-6	-25
3	-2	19	0	-9	-53
5	-8	96	2	-1	10
4	-5	56	-1	-1	-3
4	-7	63	0	-5	-34
4	-5	51	5	-1	-2
3	-7	79	3	-3	-4
5	2	-51	-2	-4	-27
1	-5	102	1	-1	-3
1	-4	40	5	-5	-19
3	-5	22	3	-2	-5
8	-13	134	-1	-3	-19
0	-3	26	2	-2	-12
-4	0	26	1	-7	-40
-2	-5	97	2	-12	-56
8	-4	2	0	1	-1
6	-7	97	5	-2	-4
-5	0	21	2	-6	-33
8	-9	88	3	-2	-6
5	-5	52	-1	-2	-5
3	-6	62	0	-4	-26
8	-8	88	1	-5	-20
6	-8	66	3	0	-5
9	-7	52	-1	-6	-32
0	-5	89	2	-2	-20
0	0	1	3	-4	-11
14	-12	137	2	-3	-15
3	-1	-5	-2	-5	-31
13	-11	110	2	-5	-21
-3	-2	48	3	-3	-17
5	-8	80	2	-7	-34
6	-5	55	2	-5	-29
1	-6	86	-1	-1	-5
7	-6	49	3	-6	-29
6	-10	92	0	-5	-30
-2	0	25	1	-1	-2
3	-6	73	4	-3	-17
4	-4	24	0	-3	-24
2	-5	87	3	-5	-25
5	-8	109	1	-7	-45
9	1	-41	5	-4	-10
12	-9	122	0	-4	-24
-1	0	-7	-1	-5	-31
2	-5	70	2	-5	-26
1	-3	18	0	-3	-9
5	-7	73	1	-6	-34
3	-4	41	4	-4	-14
4	-5	42	3	-4	-15
17	-15	146	5	-5	-15
3	-3	12	0	-2	-10
14	-12	117	1	-2	-5
8	-2	-17	5	-11	-49
-2	-3	52	4	-4	-16
0	-4	68	-3	-2	-10
8	-8	56	-2	-7	-41
13	-11	74	7	-10	-46
3	-4	57	2	-2	-9
-1	-3	50	-5	-1	-11
5	-4	26	-2	-1	-13
11	-10	102	2	0	5
8	-5	21	1	-7	-40
11	-12	139	4	-7	-38
3	0	-19	7	-5	-19
17	-14	111	-1	-6	-35
6	-1	-6	-2	-1	-14
10	-12	136	2	-6	-27
5	-4	42	3	-3	-13
3	-5	69	1	-2	-10
6	-6	41	4	-4	-24
7	-5	63	0	0	-5
5	-6	69	0	-6	-34
8	-10	122	4	-10	-52
2	-3	20	1	1	4
4	-7	79	3	-3	-21
2	-6	70	-1	-3	-17
8	-9	113	3	-3	-18
14	1	-59	-1	-6	-30
10	-10	153	1	-7	-38
6	-7	124	5	-5	-16
2	2	-54	5	-8	-42
8	-10	99	2	-4	-26
5	-5	49	-2	2	23
-3	-5	81	-2	-6	-36
9	-7	65	0	-4	-29
6	-6	95	4	0	-1
6	-5	49	0	-5	-32
1	-3	18	1	-2	-12
3	-6	75	1	0	5
13	-10	72	1	-7	-39
4	-6	69	4	-7	-34
8	-7	53	1	-4	-17
3	-8	70	-2	-1	-6
1	-6	82	7	-9	-51
9	-9	92	5	-5	-28
10	-8	70	-1	-1	-7
4	-7	81	1	-3	-19
2	-5	61	5	-5	-19
9	-10	100	2	0	4
15	-7	17	-1	-3	-23
3	-7	89	0	-1	-12
0	-2	44	1	-1	-9
11	-11	108	7	-10	-55
7	-6	43	7	-10	-45
4	-7	94	-3	-2	-15
2	1	-29	4	-5	-36
1	-4	98	7	-5	-16
10	-4	0	0	-3	-13
7	-9	101	-3	0	-11
6	-2	-16	-5	3	13
-2	0	26	1	-2	-13
-2	-2	13	1	-2	-9
4	0	-20	-1	1	3
-1	-3	45	-2	0	0
5	-1	-10	0	-1	-3
2	-3	17	-1	0	0
0	-1	7	-1	0	-2
0	0	-11	-1	0	-2
-1	-2	18	0	0	0
2	-1	-7	-2	0	-2
-1	-1	9	-2	-1	-1
1	-1	10	1	0	1
1	0	-5	-1	0	0
-1	-2	13	-1	0	-1
1	-1	-2	-1	0	0
0	-1	2	-2	1	-1
0	-2	10	0	0	-1
1	-1	-2	-2	0	0
0	-1	5	-1	1	0
0	-1	6	-1	0	0
1	-1	0	-1	2	-1
0	-1	8	-1	0	0
1	0	-1	-2	-1	-1
0	-2	3	-1	0	-2
1	0	5	0	0	0
2	-1	1	0	0	0
1	0	6	-1	-1	-1
1	-2	2	-1	-2	0
0	0	2	-2	1	0
1	-1	5	-1	1	-1
0	0	2	-1	-1	-1
1	0	4	-2	1	0
0	-1	4	-1	-1	-1
0	-1	2	0	-1	0
0	-1	4	0	-1	0
1	-2	3	0	-1	0
1	-2	3	-1	1	-1
0	-1	4	-2	-1	0
0	-1	3	1	0	-1
0	-1	4	-1	0	-1
2	-1	3	-2	0	0
1	-1	2	-1	0	-1
-1	-2	4	-1	0	0
